,Index,pressure,density,temperature,Mach,nu
0,0,0.3480146813480109,0.4107264494430975,0.8583704870275417,1.0,0.0
1,1,0.346945915667699,0.40746671571735854,0.8579935649652545,1.0070407535767136,0.0
2,2,0.3458372084160875,0.40425831638100135,0.8576016272004703,1.0141254663199235,0.0009266277701962286
3,3,0.3446903167252356,0.40110004828427476,0.8571951897598318,1.021247493015152,0.002212960504163414
4,4,0.3435070921928893,0.3979907455843966,0.8567748039264852,1.0283999275178184,0.003759285057845628
5,5,0.342289454087464,0.3949292783106705,0.8563410476215838,1.035575760850414,0.005511727343424588
6,6,0.3410393647838944,0.3919145509953218,0.855894517458003,1.0427680171851579,0.007434591456541483
7,7,0.3397588077091161,0.38894550136656936,0.8554358215621607,1.04996986728064,0.009501732062099214
8,8,0.3384497679307708,0.3860210991006553,0.8549655732129372,1.057174719986792,0.011692822727685232
9,9,0.3371142154034445,0.3831403446297548,0.854484385308227,1.0643762932124947,0.01399143033021078
10,10,0.3357540907952086,0.3803022680028677,0.85399286563973,1.0715686662728756,0.01638390167634436
11,11,0.3343712937504258,0.37750592779696424,0.8534916129346799,1.078746315829418,0.01885866569368441
12,12,0.3329676734000875,0.3747504100758185,0.8529812136083461,1.0859041377470553,0.02140576870009648
13,13,0.3315450209050044,0.3720348273941096,0.8524622391622186,1.0930374571628412,0.02401654976627766
14,14,0.3301050638054946,0.3693583178445117,0.851935244158592,1.1001420289323474,0.026683404989908517
15,15,0.3286494619514505,0.3667200441456223,0.8514007647017082,1.1072140304286475,0.029399610748043543
16,16,0.3271798047941252,0.36411919276870297,0.8508593173577019,1.1142500484437128,0.03215918754157661
17,17,0.3256976098349979,0.36155497310131773,0.8503113984494814,1.1212470617052366,0.034956792670336176
18,18,0.3242043220433617,0.3590266166460637,0.8497574836677035,1.128202420289055,0.0377876339523123
19,19,0.3227013140734009,0.35653337625268827,0.8491980279446231,1.1351138229887106,0.040647399177258056
20,20,0.3211898871302133,0.35407452538198003,0.8486334655434346,1.1419792935054713,0.043532197578684324
21,21,0.3196712723530616,0.35164935739991166,0.8480642103214894,1.1487971561471852,0.04643851066290607
22,22,0.3181466326023675,0.3492571849005925,0.8474906561312623,1.1555660115734188,0.04936315044901343
23,23,0.3166170645525595,0.34689733905666953,0.8469131773280599,1.162284712996617,0.052303223669385814
24,24,0.3150836010089129,0.3445691689958865,0.8463321293581163,1.168952343142777,0.05525610083082739
25,25,0.313547213379041,0.3422720412025806,0.845747849404897,1.1755681921881405,0.05821938928865303
26,26,0.3120088142419789,0.3400053389429608,0.8451606570751306,1.1821317368182724,0.06119090967065666
27,27,0.3104692599680231,0.33776846171307295,0.8445708551093121,1.1886426205001945,0.06416867512509576
28,28,0.3089293533511144,0.33556082470841225,0.8439787301042262,1.1951006350147027,0.06715087297028803
29,29,0.3073898462237706,0.33338185831420175,0.8433845532374344,1.2015057032625738,0.07013584840250998
30,30,0.3058514420301642,0.3312310076154005,0.84278858098572,1.207857863333209,0.07312208998013923
31,31,0.3043147983393315,0.32910773192555814,0.8421910558312111,1.2141572538057959,0.07610821665000048
32,32,0.3027805292842194,0.3270115043336756,0.8415922069503539,1.2204041002399697,0.07909296611995718
33,33,0.3012492079167291,0.32494181126827254,0.8409922508821157,1.2265987028040597,0.0820751844123241
34,34,0.2997213684713915,0.32289815207790606,0.8403913921728022,1.2327414249834014,0.08505381645740837
35,35,0.298197508533518,0.32088003862741915,0.8397898239956902,1.2388326833081338,0.08802789760671514
36,36,0.2966780911090549,0.3188869949092364,0.8391877287443539,1.2448729380387158,0.09099654596204597
37,37,0.2951635465956223,0.3169185566690559,0.8385852785990977,1.250862684747652,0.09395895543060799
38,38,0.2936542746550173,0.31497427104531933,0.837982636066347,1.2568024467371817,0.09691438942789929
39,39,0.2921506459888262,0.3130536962218723,0.8373799544911902,1.262692768234646,0.09986217515997153
40,40,0.2906530040194192,0.3111564010932548,0.836777378543527,1.2685342083097129,0.10280169842503172
41,41,0.2891616664792137,0.3092819649420906,0.8361750446784931,1.2743273354603528,0.10573239888149356
42,42,0.2876769269114657,0.30742997712806613,0.8355730815719717,1.2800727228173556,0.10865376573573564
43,43,0.2861990560863036,0.3056000367880181,0.8349716105321212,1.2857709439200957,0.11156533380813337
44,44,0.2847283033356132,0.30379175254666885,0.8343707458879198,1.291422569019161,0.11446667994054159
45,45,0.2832648978108025,0.30200474223757084,0.8337705953557771,1.2970281618642736,0.117357419712421
46,46,0.2818090496673426,0.3002386326338423,0.8331712603852851,1.3025882769386388,0.1202372044363161
47,47,0.2803609511798496,0.2984930591882967,0.8325728364851905,1.3081034571034171,0.12310571840647695
48,48,0.2789207777916611,0.296767665782584,0.8319754135306606,1.3135742316184396,0.1259626763771335
49,49,0.2774886891026049,0.2950621044849829,0.8313790760528968,1.3190011145075364,0.12880782124932977
50,50,0.2760648297985642,0.2933760353164973,0.8307839035121256,1.3243846032389661,0.13164092194735028
51,51,0.2746493305262358,0.29170912602492627,0.8301899705549554,1.3297251776933843,0.13446177146765523
52,52,0.2732423087164867,0.2900610518665933,0.8295973472570616,1.335023299393614,0.13727018508491956
53,53,0.2718438693595332,0.2884314953954327,0.8290060993521091,1.3402794109721634,0.14006599870126557
54,54,0.2704541057347293,0.2868201462591453,0.8284162884477849,1.345493935853998,0.14284906732611485
55,55,0.2690731000980413,0.2852267010021501,0.8278279722297687,1.3506672781335292,0.1456192636752802
56,56,0.2677009243297425,0.28365086287506636,0.8272412046544202,1.3557998226261305,0.1483764768789894
57,57,0.2663376405449375,0.2820923416504781,0.8266560361309235,1.3608919350757485,0.15112061128949494
58,58,0.2649833016692082,0.28055085344473774,0.8260725136935788,1.3659439625013547,0.15385158537978763
59,59,0.26363795198168,0.2790261205455815,0.8254906811648928,1.370956233666089,0.15656933072571055
60,60,0.2623016276275199,0.27751787124533517,0.8249105793100764,1.375929059653974,0.15927379106447204
61,61,0.2609743571019107,0.2760258396795,0.8243322459835184,1.3808627345400726,0.16196492142318852
62,62,0.2596561617071369,0.2745497656705187,0.8237557162677641,1.385757536140874,0.16464268731166123
63,63,0.2583470559847272,0.2730893945765266,0.8231810226054931,1.3906137268325842,0.16730706397410688
64,64,0.2570470481239487,0.2716444771449047,0.8226081949249545,1.3954315544258291,0.16995803569503232
65,65,0.2557561403483768,0.27021476937045785,0.8220372607592855,1.4002112530860835,0.17259559515486622
66,66,0.2544743292816023,0.26880003235804706,0.8214682453601068,1.4049530442899039,0.1752197428313468
67,67,0.2532016062938094,0.2674000321895155,0.8209011718057604,1.4096571378077762,0.17783048644301305
68,68,0.251937957829744,0.2660145397947512,0.8203360611045284,1.4143237327050975,0.1804278404314649
69,69,0.250683365719894,0.2646433308267371,0.8197729322931419,1.4189530183534855,0.18301182547934575
70,70,0.2494378074751997,0.2632861855404461,0.8192118025308708,1.4235451754452615,0.18558246806126283
71,71,0.2482012565668277,0.2619428886754438,0.8186526871894586,1.428100377004574,0.18813980002509992
72,72,0.2469736826914288,0.2606132293420659,0.8180955999391463,1.432618789389236,0.19068385820139333
73,73,0.2457550520229843,0.25929700091104535,0.8175405528310113,1.4371005732779156,0.19321468403864064
74,74,0.2445453274518969,0.25799400090646724,0.816987556375831,1.4415458846378766,0.19573232326259118
75,75,0.2433444688118915,0.2567040309019349,0.8164366196196566,1.445954875668987,0.19823682555773167
76,76,0.2421524330956737,0.2554268964198357,0.8158877502162808,1.4503276957202194,0.20072824426933
77,77,0.2409691746596392,0.25416240683359886,0.8153409544967538,1.454664492175337,0.20320663612453693
78,78,0.2397946454183754,0.2529103752728422,0.8147962375361024,1.4589654113049217,0.2056720609711693
