,Index,pressure,density,temperature,Mach,nu
0,0,0.6096096096096096,0.598967636041801,0.9784728485252078,1.0,0.0
1,1,0.6013431822069766,0.5906978659189359,0.9779004068111942,1.0133043208641763,0.0
2,2,0.5932939369296465,0.582653342453114,0.9773363162073667,1.026254205855601,0.0021856487930286793
3,3,0.5854534740015374,0.5748249866044157,0.9767803379975941,1.0388681815453702,0.0051479609150923596
4,4,0.5778138201226601,0.5672042007971603,0.9762322435133413,1.0511633195929428,0.008629167446276247
5,5,0.5703674017837082,0.5597828374222441,0.97569181357953,1.0631553892209362,0.012490526007811349
6,6,0.563107020557697,0.5525531697802595,0.9751588379979722,1.0748589897860144,0.016641940866010417
7,7,0.556025830199954,0.5455078652475421,0.9746331150653643,1.0862876665384102,0.0210194043604751
8,8,0.5491173154039993,0.5386399604692458,0.9741144511231157,1.0974540121087555,0.025574980688282914
9,9,0.5423752720753685,0.5319428384030208,0.9736026601365226,1.108369755818703,0.03027151001592838
10,10,0.5357937889984131,0.5254102070542117,0.9730975633010313,1.1190458425564171,0.035079480078577106
11,11,0.5293672307827167,0.5190360797589267,0.9725989886735265,1.1294925026705278,0.039975030705852996
12,12,0.5230902219861946,0.512814756885104,0.9721067708267668,1.1397193141022015,0.04493860747780306
13,13,0.5169576323212912,0.5067408088340114,0.971620750525247,1.1497352577835576,0.0499540137287726
14,14,0.5109645628590992,0.50080906023562,0.9711407744209194,1.1595487671731446,0.05500772034933147
15,15,0.5051063331537872,0.49501457524115833,0.9706666947673299,1.1691677726689562,0.06008834963516947
16,16,0.4993784692165509,0.4893526438250013,0.970198369150856,1.1785997415312437,0.06518628074850577
17,17,0.4937766922744452,0.48381876901599485,0.9697356602378325,1.1878517138570517,0.07029334260207287
18,18,0.4882969082550216,0.4784086549854646,0.9692784355364541,1.196930335072672,0.07540257110175828
19,19,0.4829351979427128,0.4731181959255938,0.9688265671724339,1.2058418853464612,0.08050801473545685
20,20,0.4776878077574666,0.46794346565765754,0.9683799316774759,1.214592306270578,0.08560457711421422
21,21,0.4725511411102436,0.46288070791483904,0.9679384097896953,1.2231872251144953,0.09068788818382435
22,22,0.4675217502937457,0.4579263272490839,0.9675018862651875,1.2316319769142146,0.0957541979744881
23,23,0.4625963288701308,0.45307688051573514,0.9670702497000082,1.2399316246278576,0.10080028827323234
24,24,0.4577717045205683,0.4483290688935642,0.9666433923618828,1.2480909775598157,0.10582339869525312
25,25,0.4530448323242906,0.4436797304013347,0.9662212100310159,1.256114608231116,0.11082116442906294
26,26,0.4484127884373668,0.4391258328752213,0.9658036018494169,1.2640068678525325,0.11579156352375913
27,27,0.4438727641437535,0.43466446737431197,0.9653904701782028,1.2717719005386752,0.12073287203370395
28,28,0.4394220602533126,0.43029284198405304,0.9649817204623763,1.279413656385436,0.12564362567673423
29,29,0.4350580818234298,0.4260082759899018,0.9645772611026172,1.2869359035193624,0.13052258692482127
30,30,0.4307783331826492,0.42180819439563516,0.9641770033336536,1.2943422392155066,0.13536871665080663
31,31,0.4265804132363723,0.4176901227627629,0.9637808611088131,1.3016361001697743,0.14018114961577516
32,32,0.422462011036151,0.41365168234931077,0.9633887509903826,1.308820772002579,0.14495917320922763
33,33,0.4184209015954845,0.4096905855279084,0.9630005920454293,1.3158993980625173,0.14970220895618044
34,34,0.4144549419362775,0.40580463146463547,0.9626163057467603,1.322874987591644,0.15440979638738592
35,35,0.4105620673512694,0.4019917020414779,0.9622358158787201,1.3297504233076478,0.15908157893535887
36,36,0.4067402878688076,0.3982497580065173,0.9618590484475464,1.336528468452664,0.1637172915731013
37,37,0.4029876849073056,0.39457683533715554,0.9614859315960204,1.3432117733535363,0.16831674995686288
38,38,0.3993024081076279,0.3909710418027429,0.9611163955221705,1.349802881533976,0.1728798408709116
39,39,0.3956826723324677,0.3874305537139729,0.9607503724017984,1.3563042354151713,0.17740651380264078
40,40,0.3921267548225409,0.38395361284730906,0.9603877963146153,1.3627181816379466,0.18189677350160205
41,41,0.3886329925001285,0.38053852353354645,0.9600286031737889,1.369046976036477,0.18635067339717262
42,42,0.3851997794111408,0.3771836499003792,0.9596727306587125,1.3752927882908035,0.19076830976729464
43,43,0.3818255642974783,0.3738874132595519,0.9593201181508245,1.3814577062829216,0.19514981656566466
44,44,0.3785088482920192,0.3706482896298281,0.9589707066723095,1.3875437401789963,0.19949536082738817
45,45,0.3752481827290692,0.36746480738760867,0.9586244388275323,1.3935528262582686,0.20380513858383983
46,46,0.3720421670635906,0.3643355450375926,0.9582812587470553,1.3994868305074217,0.20807937122660372
47,47,0.3688894468929598,0.3612591290963825,0.9579411120341079,1.4053475519975638,0.2123183022681694
48,48,0.3657887120754131,0.35823423208241767,0.9576039457133773,1.4111367260595262,0.21652219445374418
49,49,0.3627386949397151,0.3552595706060512,0.9572697081820037,1.4168560272718598,0.2206913271842845
50,50,0.3597381685809373,0.35233390355400135,0.9569383491626654,1.4225070722747217,0.22482599421579602
51,51,0.3567859452375539,0.34945603036277845,0.9566098196586479,1.4280914224217673,0.22892650160422534
52,52,0.3538808747453704,0.346624789376043,0.9562840719107988,1.4336105862811803,0.23299316586896446
53,53,0.3510218430640754,0.3438390562811724,0.9559610593562727,1.4390660219960898,0.2370263123511994
54,54,0.3482077708724721,0.3410977426206164,0.9556407365889786,1.4444591395138124,0.24102627374612584
55,55,0.3454376122286837,0.33839979437389966,0.9553230593216461,1.4497913026926221,0.24499338879048793
56,56,0.3427103532918584,0.3357441906063915,0.955007984349432,1.4550638312940811,0.24892800108902108
57,57,0.3400250111021066,0.3331299421812027,0.9546954695149914,1.4602780028683542,0.252830458065239
58,58,0.3373806324156027,0.33055609053079604,0.9543854736749463,1.4654350545393666,0.25670111002363566
59,59,0.3347762925919635,0.32802170648510537,0.9540779566676812,1.4705361846961602,0.2605403093118036
60,60,0.332211094531191,0.3255258891531535,0.9537728792824073,1.4755825545963288,0.2643484095722311
61,61,0.3296841676576226,0.32306776485534117,0.9534702032294319,1.4805752898869915,0.26812576507464886
62,62,0.3271946669484842,0.32064648610374863,0.9531698911115815,1.4855154820483647,0.271872730120778
63,63,0.3247417720047814,0.3182612306279503,0.9528719063967214,1.4904041897646347,0.27558965851419703
64,64,0.3223246861623902,0.3159112004439886,0.9525762133913239,1.495242440226502,0.27927690308881126
65,65,0.3199426356413374,0.3135956209642945,0.9522827772150372,1.5000312303694623,0.28293481529008935
66,66,0.3175948687313699,0.31131374014646696,0.9519915637762097,1.5047715280516072,0.2865637448038344
67,67,0.3152806550120209,0.30906482767894866,0.951702539748327,1.509464273174474,0.2901640392277936
68,68,0.3129992846054833,0.3068481742017431,0.9514156725473207,1.5141103787502281,0.29373604378188845
69,69,0.3107500674606904,0.3046630905604285,0.9511309303097126,1.518710731918246,0.2972801010532728
70,70,0.3085323326670963,0.3025089070918195,0.9508482818715542,1.5232661949139643,0.3007965507728062
71,71,0.3063454277967299,0.30038497293972044,0.9505676967481305,1.527777605992667,0.30428572961986877
72,72,0.3041887182731732,0.29829065539930405,0.9502891451143931,1.5322457803107152,0.30774797105274776
73,73,0.3020615867661863,0.2962253392887253,0.9500125977860919,1.5366715107665565,0.3111836051620975
74,74,0.2999634326107768,0.29418842634666137,0.9497380262015763,1.5410555688037084,0.31459295854521757
75,75,0.2978936712495658,0.29217933465453777,0.9494654024042362,1.545398705177764,0.3179763541991129
76,76,0.2958517336973717,0.29019749808226863,0.9491946990255579,1.549701650689347,0.321334111430495
77,77,0.2938370660269853,0.2882423657564015,0.9489258892687681,1.5539651168848183,0.3246665457810605
78,78,0.2918491288751649,0.2863134015496187,0.9486589468930406,1.5581897967264278,0.3279739689665411
79,79,0.2898873969679322,0.2844100835905994,0.9483938461982465,1.5623763652335023,0.3312566888281618
80,80,0.2879513586642928,0.2825319037933029,0.9481305620102202,1.5665254800961628,0.334515009295274
81,81,0.2860405155175554,0.28067836740478075,0.9478690696665253,1.5706377822629751,0.33774923035804416
82,82,0.2841543818534628,0.27884899257067136,0.9476093450026981,1.574713896503857,0.3409596480491847
83,83,0.2822924843643881,0.2770433099175773,0.9473513643389485,1.578754431949483,0.34414655443380887
84,84,0.2804543617188867,0.2752608621515634,0.9470951044673025,1.5827599826083603,0.3473102376065748
