,Index,pressure,density,temperature,Mach,nu
0,0,0.8159159159159163,0.17606090188246498,1.2202473516169579,1.0,0.0
1,1,0.809297862665361,0.1744904874950099,1.2199229151172393,1.0082126891224683,0.0
2,2,0.8027876630233788,0.17294784074898328,1.2196020090265711,1.0162768128550785,0.001121927614188121
3,3,0.7963826442718085,0.1714322316284956,1.2192845607046636,1.0241975305014854,0.0026658224900739905
4,4,0.7900802232557359,0.1699429554850048,1.2189704996647976,1.0319797361161887,0.004506681603884094
5,5,0.7838779025916467,0.16847933194494255,1.2186597574914064,1.0396280767634387,0.006577099045934599
6,6,0.777773267069269,0.16704070387330638,1.2183522677614946,1.0471469691898552,0.008832811394908971
7,7,0.7717639802355741,0.16562643638990118,1.218047965969683,1.0545406150772232,0.011241831278544638
8,8,0.7658477811501532,0.1642359159351352,1.2177467894566834,1.0618130150215417,0.013779693012106254
9,9,0.7600224813019507,0.16286854938248374,1.2174486773410202,1.0689679813668447,0.016426970816421485
10,10,0.7542859616779759,0.16152376319492193,1.217153570453826,1.0760091500071662,0.01916782807024
11,11,0.748636169975252,0.160201002622807,1.2168614112765483,1.0829399912568995,0.021989099243797678
12,12,0.743071117947812,0.1588997309408528,1.2165721438814148,1.0897638198784128,0.024879673746186614
13,13,0.7375888788811216,0.15761942872199183,1.2162857138745153,1.096483804345871,0.02783006324552851
14,14,0.732187585186757,0.15635959314606118,1.2160020683413644,1.1031029754155575,0.03083208672901272
15,15,0.7268654261106565,0.15511973734137874,1.2157211557948169,1.1096242340654208,0.03387863450220912
16,16,0.721620645548677,0.15389938975739936,1.2154429261252204,1.1160503588599258,0.036963487051033916
17,17,0.7164515399635739,0.15269809356675185,1.2151673305526869,1.1223840127904565,0.04008117319524135
18,18,0.7113564563979058,0.15151540609506442,1.214894321581384,1.12862774963637,0.04322685710613091
19,19,0.706333790577698,0.15035089827708356,1.2146238529557383,1.1347840198872554,0.04639624699502427
20,20,0.7013819851020033,0.14920415413768207,1.2143558796184644,1.1408551762629415,0.049585520380976474
21,21,0.6964995277138273,0.14807477029643804,1.2140903576703233,1.1468434788642186,0.052791262252395006
22,22,0.6916849496481248,0.14696235549454495,1.2138272443315326,1.1527510999840864,0.056010413402121456
23,23,0.6869368240528531,0.14586653014288717,1.213566497904744,1.1585801286065134,0.05924022689255272
24,24,0.6822537644792992,0.14478692589018488,1.2133080777395169,1.1643325746171787,0.06247823109195723
25,25,0.6776344234381259,0.14372318521017535,1.2130519441982137,1.1700103727484275,0.06572219807620383
26,26,0.6730774910177837,0.14267496100685964,1.2127980586232534,1.1756153862786538,0.06897011645151113
27,27,0.6685816935621374,0.14164191623689845,1.2125463833056576,1.181149410504527,0.07222016785016651
28,28,0.6641457924043355,0.14062372354829458,1.2122968814548292,1.1866141760028588,0.07547070650059559
